wavelength (nm),sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,More Wavelength,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18
684.8,0.694345113,0.511921329,0.533971535,0.319741341,0.218474766,0.183759456,0.102220409,0.066864257,0.03183698,690.8,0.641340734,0.541344841,0.411472914,0.128075934,0.093335571,0.055785574,0.81392934,0.703997205,0.517102905
685.5,0.693437934,0.508808016,0.530089555,0.317119058,0.216907155,0.18262683,0.102322267,0.067484242,0.032015701,691.6,0.638883617,0.538561722,0.408771854,0.129050686,0.094209664,0.056213387,0.816346542,0.703366009,0.51305953
686.3,0.692896121,0.504865862,0.5270136,0.314413083,0.214954794,0.181478351,0.102821314,0.068458442,0.031833869,692.4,0.63793119,0.535835681,0.405454791,0.129470615,0.094938325,0.057128646,0.818551491,0.703378126,0.509694916
687.1,0.69210681,0.501496959,0.524348897,0.311982832,0.212636582,0.180288144,0.102862281,0.06904417,0.031965863,693.1,0.637588688,0.533493684,0.402999355,0.130260091,0.096177369,0.05855252,0.822144019,0.702573394,0.508140131
687.8,0.690265285,0.498002744,0.521766683,0.309188923,0.211042428,0.179034583,0.103743888,0.070404814,0.031981589,693.9,0.637107304,0.530626865,0.399580556,0.129817321,0.09758513,0.05906285,0.8234021,0.701661419,0.505421415
688.6,0.688333105,0.495039568,0.518402727,0.306841469,0.20934056,0.178478498,0.104356187,0.071493606,0.032507459,694.6,0.635157091,0.528180101,0.396941409,0.129380711,0.098287029,0.058872373,0.824419326,0.70010842,0.501909856
689.3,0.686866264,0.491879753,0.514849525,0.304396921,0.208061119,0.17746413,0.105741172,0.072709263,0.033058144,695.4,0.633266154,0.52566092,0.39336898,0.12933954,0.099396328,0.058948691,0.824074966,0.699989511,0.49806297
690.1,0.685413107,0.488558381,0.512295671,0.302611299,0.206348234,0.177095087,0.106314235,0.072937876,0.034066662,696.1,0.632031555,0.522869663,0.390614847,0.12988902,0.100158243,0.060213401,0.824448705,0.699198069,0.495779006
690.8,0.686187863,0.486103747,0.509839783,0.300948857,0.205373214,0.176305736,0.107119916,0.074049598,0.035114026,696.9,0.631133821,0.520271383,0.387816286,0.130399082,0.101766103,0.061571503,0.825524016,0.699604766,0.49305687
691.6,0.685824278,0.483243056,0.507049639,0.298704694,0.204129572,0.176044599,0.10782546,0.074577155,0.035279104,697.7,0.630538309,0.517906593,0.385599231,0.131091033,0.103319829,0.063167151,0.828043771,0.698772175,0.490989901
692.4,0.686059433,0.480223974,0.504091007,0.296460035,0.20351961,0.175441202,0.108951525,0.075458485,0.035483916,698.4,0.62961993,0.515436012,0.383908727,0.131154467,0.104507546,0.063362994,0.829953324,0.698239302,0.48768487
693.1,0.684107366,0.476971895,0.501455942,0.294080986,0.202205161,0.175039122,0.110356441,0.076554695,0.035582407,699.2,0.62854453,0.513580733,0.3817408,0.131722382,0.105904705,0.064412586,0.83308619,0.697236193,0.485295194
693.9,0.683931618,0.474370287,0.499709237,0.291746284,0.201213027,0.174877526,0.111623297,0.07839912,0.03667393,699.9,0.62651382,0.510768878,0.378725256,0.130992384,0.106115546,0.064163619,0.83402628,0.695630692,0.481429849
694.6,0.683064003,0.47160126,0.497591741,0.289753482,0.199939889,0.174652054,0.112873959,0.08005893,0.037274401,700.7,0.624976578,0.508749169,0.376065569,0.131768735,0.107405649,0.064959614,0.835803504,0.695958777,0.479027476
695.4,0.683661816,0.468945666,0.49565549,0.288152049,0.199137383,0.173653591,0.114084336,0.08115636,0.038127829,701.4,0.623964339,0.505825133,0.373431856,0.132153012,0.107951644,0.06568182,0.836344757,0.695234449,0.47677642
696.1,0.682512885,0.465642081,0.492695122,0.28630265,0.19814289,0.172328664,0.114747828,0.0817583,0.038696712,702.2,0.624815828,0.505535069,0.371959639,0.134076065,0.110862423,0.068011683,0.840363545,0.69765664,0.475760722
696.9,0.682111123,0.463859391,0.489497026,0.284422977,0.197215961,0.171238983,0.115580212,0.082977773,0.039645431,703,0.625238987,0.504394612,0.370674852,0.134900782,0.112532893,0.069479,0.842784644,0.698418699,0.474160911
697.7,0.680452414,0.461351491,0.485898018,0.28210077,0.196311199,0.171062711,0.116036239,0.083606924,0.03989744,703.7,0.625261171,0.504121269,0.369657853,0.136150369,0.115458727,0.071016979,0.846979635,0.700473592,0.473015612
698.4,0.679407591,0.459057461,0.483393823,0.280222487,0.194840519,0.171120184,0.116951823,0.084352915,0.039748154,704.5,0.624050133,0.502206782,0.368228497,0.13718316,0.116444757,0.071725405,0.849406613,0.700570874,0.47112877
699.2,0.679465186,0.456685214,0.481593494,0.279134693,0.193946035,0.171376696,0.118523453,0.085480739,0.040206646,705.2,0.624388055,0.501019467,0.366878111,0.138574046,0.118517634,0.072795857,0.852851172,0.699956221,0.469212719
699.9,0.679603965,0.454586845,0.479863221,0.277457703,0.193539742,0.171830416,0.120256564,0.087476022,0.041224252,706,0.624965527,0.499652255,0.364625116,0.139718206,0.119229846,0.07348389,0.85434296,0.699941845,0.466049523
700.7,0.680120019,0.452253495,0.478677738,0.27638139,0.193152203,0.172028207,0.121862998,0.088972697,0.042491368,706.8,0.625500713,0.497451194,0.363117716,0.140731419,0.121110012,0.074376217,0.856288516,0.69916621,0.463520866
701.4,0.678841472,0.448738025,0.476227898,0.274570515,0.192372448,0.172048007,0.12298459,0.090264147,0.043141909,707.5,0.624556395,0.495457431,0.360462694,0.141109686,0.122339199,0.075823898,0.857255981,0.7003649,0.46103598
702.2,0.678232467,0.446117727,0.474699946,0.273252048,0.191697642,0.172158384,0.123923841,0.091147497,0.043726178,708.3,0.623339197,0.493764998,0.359705242,0.142485084,0.12483136,0.077379544,0.858759937,0.700263323,0.460002011
703,0.676572111,0.443345526,0.471858187,0.271245379,0.190979794,0.171848002,0.125030718,0.0925839,0.043999996,709.1,0.622044411,0.492569557,0.357849177,0.143056882,0.125871282,0.078236078,0.858796743,0.700700466,0.457922093
703.7,0.677576353,0.442176936,0.470792412,0.270162928,0.190968329,0.172155419,0.126379187,0.094060471,0.044633674,709.9,0.621950507,0.491607198,0.357456537,0.144580404,0.12824368,0.079978267,0.861441094,0.700701117,0.457385433
704.5,0.677355607,0.440054472,0.468513102,0.268678585,0.189887552,0.171625137,0.127530866,0.095018024,0.044725947,710.7,0.621529566,0.490103086,0.35533705,0.144953293,0.129786355,0.081079605,0.862833891,0.700398221,0.455022005
705.2,0.677855994,0.438509373,0.466085782,0.26807949,0.190527894,0.172465036,0.129101945,0.096641486,0.045541642,711.5,0.621574158,0.488909173,0.354219096,0.146653411,0.132495045,0.082832246,0.86583763,0.701279039,0.454210984
706,0.676551148,0.436146077,0.463765091,0.266987222,0.189822894,0.171964661,0.130293892,0.097981476,0.046217769,712.3,0.62107741,0.487813748,0.35205023,0.147908115,0.134267191,0.08312863,0.866034253,0.700634997,0.45172318
706.8,0.676004777,0.434167421,0.462219869,0.266386817,0.190072383,0.172503972,0.132215664,0.100071068,0.047305727,713,0.619851606,0.4858014,0.351005101,0.149140437,0.135543936,0.083926746,0.86666864,0.699791945,0.449081775
707.6,0.676018934,0.433126635,0.461717123,0.26598283,0.189790487,0.173358997,0.133955002,0.101894269,0.048585826,713.8,0.618544779,0.484547425,0.349658534,0.14973092,0.137109991,0.084867248,0.866276265,0.698741001,0.446615519
708.4,0.676632244,0.432139016,0.460764035,0.265291169,0.190320087,0.174736045,0.136035151,0.103579362,0.049480268,714.6,0.616231812,0.482169578,0.348093816,0.150858403,0.138856507,0.086411128,0.866848173,0.697923749,0.444653223
709.2,0.676744446,0.431069061,0.45923495,0.264806877,0.190083167,0.175321679,0.137722449,0.10510198,0.050290512,715.4,0.615976272,0.479856568,0.346333841,0.151969381,0.141166859,0.08741265,0.867121678,0.696383124,0.443056374
710,0.676139518,0.429253625,0.457011473,0.263499073,0.189466113,0.174897463,0.138898833,0.10623784,0.050646777,716.2,0.614705411,0.478094957,0.345365338,0.153587558,0.143627375,0.08908315,0.866995028,0.695487165,0.441722696
710.8,0.67537124,0.42763913,0.455126006,0.262737446,0.189839265,0.175481885,0.140348394,0.108231346,0.051367066,717,0.6145081,0.477347756,0.344831259,0.155108905,0.145484745,0.090476169,0.868108868,0.695013201,0.439903807
711.6,0.675810228,0.426460424,0.45413001,0.26240502,0.190985786,0.176352053,0.142467682,0.110114243,0.052516184,717.8,0.613236301,0.476731702,0.344198281,0.156391989,0.147512467,0.092103494,0.869455313,0.696070651,0.43822988
712.4,0.675999099,0.425265803,0.453520538,0.262035298,0.191670247,0.178140244,0.144504775,0.112506084,0.053472988,718.5,0.612517337,0.475605133,0.343097064,0.157474931,0.148833442,0.092888105,0.869879576,0.69541036,0.436589415
713.3,0.675961236,0.424751051,0.452030971,0.262189664,0.192070087,0.178960308,0.146615286,0.114458678,0.054567991,719.3,0.611546229,0.47348456,0.341361225,0.15841043,0.151103338,0.093902109,0.869441619,0.69488148,0.435342766
714.1,0.674580944,0.423627398,0.450683968,0.262049142,0.19222644,0.179915972,0.148762419,0.116399539,0.055088223,720.1,0.61097343,0.472846474,0.340088437,0.160214756,0.153184414,0.09501156,0.867733888,0.693143973,0.434460762
714.9,0.676302654,0.422878129,0.450039903,0.263051363,0.193739509,0.180410267,0.151782423,0.118559378,0.056604448,720.9,0.610035739,0.47156821,0.338899907,0.16132651,0.155321991,0.096110655,0.866014101,0.692281314,0.433117651
715.7,0.675492517,0.420824952,0.449267428,0.262878293,0.194168211,0.181702563,0.154133775,0.120109858,0.057217863,721.7,0.609012825,0.470791891,0.339012835,0.162858321,0.157285581,0.097253317,0.86472013,0.691610739,0.432123248
716.5,0.676155044,0.420362187,0.447813846,0.262616848,0.19491331,0.182906,0.156332826,0.122555359,0.058168251,722.5,0.60781574,0.46982049,0.339035425,0.16458478,0.159566684,0.099246636,0.865571627,0.690864153,0.43196576
717.3,0.673989994,0.419431905,0.446558453,0.262323777,0.195096587,0.184283779,0.158116913,0.124396119,0.059001346,723.3,0.607406027,0.469465646,0.338985729,0.166685656,0.161933533,0.100913066,0.867090944,0.690365009,0.431983765
718.1,0.675016681,0.419550372,0.446161275,0.262760836,0.196507094,0.186076291,0.160498486,0.127642979,0.060525032,724,0.607295971,0.469120462,0.339289835,0.168944669,0.165058274,0.10290954,0.867766506,0.689606075,0.432002396
719,0.674965847,0.418928554,0.446305651,0.263297251,0.197259519,0.187421455,0.162417678,0.12961684,0.062075722,724.8,0.607104637,0.468418273,0.340011232,0.170851727,0.167763442,0.10425583,0.865708068,0.690284728,0.431844849
719.8,0.674578569,0.418849513,0.445425751,0.263608995,0.198232988,0.188927088,0.164796241,0.131980232,0.062669308,725.6,0.607475341,0.468762503,0.34074429,0.173624727,0.170757578,0.106482042,0.865704615,0.690571438,0.432626921
720.6,0.673276018,0.418093568,0.445073973,0.264079403,0.199001349,0.189913507,0.167044595,0.133240188,0.063565713,726.4,0.607594318,0.468732314,0.34108343,0.175363866,0.173027958,0.107860793,0.863868103,0.690472397,0.432947157
721.4,0.672578151,0.41806543,0.444488468,0.264813351,0.20074315,0.191427617,0.169907583,0.135392158,0.064667864,727.2,0.608359888,0.469947734,0.341138199,0.177527763,0.175666471,0.109460462,0.864518397,0.689327246,0.433534756
722.2,0.673628547,0.41825123,0.445180411,0.266081279,0.202242297,0.193164647,0.172782909,0.137837374,0.066557197,728,0.608519221,0.470371202,0.34229661,0.179307742,0.178841086,0.11092356,0.863090365,0.688975388,0.432299321
723,0.67366666,0.419230496,0.444657339,0.266847892,0.203516059,0.195035717,0.17580649,0.14068606,0.068206649,728.8,0.608218223,0.471393209,0.34300906,0.181891734,0.181300647,0.11293246,0.862851558,0.689076084,0.432592964
723.8,0.673500113,0.419856935,0.444610423,0.267614251,0.204910798,0.196462304,0.177685076,0.143214101,0.069391041,729.5,0.608445578,0.471959211,0.344875732,0.18442181,0.184051214,0.115266875,0.862685581,0.689592615,0.43318232
724.7,0.671825126,0.419746817,0.443700999,0.268055279,0.206291902,0.197969705,0.179790126,0.145230603,0.069652259,730.3,0.608166736,0.472673341,0.346086058,0.187053853,0.186736092,0.117381496,0.862260198,0.689953931,0.434886234
725.5,0.671755992,0.419772531,0.444595984,0.269229803,0.208059369,0.199873507,0.182340324,0.147227553,0.070595264,731.1,0.608576668,0.473220569,0.347995374,0.189661688,0.189924816,0.119224971,0.861333604,0.688556704,0.436594181
726.3,0.671181674,0.419610452,0.444808853,0.2703076,0.209384828,0.201652833,0.185128077,0.149349147,0.071125243,731.9,0.608397175,0.474367547,0.349523401,0.192257904,0.19373702,0.121303964,0.858978669,0.687782602,0.437912409
727.1,0.670838258,0.420533627,0.445856423,0.271857673,0.211580897,0.203771691,0.187933879,0.151831432,0.073019281,732.7,0.607578544,0.474388791,0.350215427,0.195041873,0.196159684,0.122602611,0.85517774,0.685233363,0.438048625
727.9,0.66949861,0.420534025,0.445341144,0.272595881,0.212544548,0.205230227,0.190155542,0.154122029,0.073813153,733.5,0.607080113,0.475618842,0.351262265,0.198115024,0.199589503,0.124905166,0.853111403,0.685755086,0.438472754
728.7,0.668067654,0.42205058,0.445901741,0.274370315,0.213902068,0.207691047,0.19303775,0.156776491,0.075546066,734.3,0.605954034,0.474406276,0.351195761,0.20100198,0.201900196,0.126312763,0.850376179,0.68353888,0.437939413
729.5,0.666778024,0.422841282,0.446401802,0.275341767,0.215151818,0.209444777,0.195905757,0.159014233,0.076174943,735,0.605102447,0.473919543,0.352009485,0.203361343,0.205312067,0.128871726,0.849037156,0.682132087,0.437830814
730.4,0.666509495,0.424486552,0.446991038,0.27719279,0.217613715,0.21137829,0.199060475,0.161663777,0.077554542,735.8,0.603800463,0.47323368,0.35272497,0.205312351,0.208812236,0.131162835,0.846206076,0.679079611,0.436207489
731.2,0.666029637,0.423604625,0.447311145,0.278313389,0.219262285,0.212611547,0.201468361,0.163802623,0.078005498,736.6,0.601600176,0.471542505,0.352874929,0.207720734,0.212353514,0.133958969,0.84275287,0.677109642,0.435073818
732,0.665791909,0.42367755,0.447150361,0.27974353,0.221731946,0.215089829,0.204876533,0.167426602,0.079783928,737.4,0.599321943,0.470366952,0.352612583,0.211006918,0.215878104,0.136349956,0.838985684,0.674989273,0.433377501
732.8,0.663323137,0.42246687,0.446241801,0.281544598,0.223585933,0.217507769,0.20746243,0.170277719,0.080636819,738.2,0.595413273,0.46731221,0.351278025,0.214325931,0.218916339,0.137798492,0.833753806,0.671611144,0.431294291
733.6,0.66105092,0.423036525,0.44446446,0.283167132,0.226241643,0.221463866,0.211618487,0.174002036,0.083068934,739,0.591333605,0.46491004,0.349653488,0.217692004,0.222801749,0.13918856,0.829812812,0.667840926,0.42870312
734.4,0.658263467,0.422206169,0.442760948,0.284906645,0.22794933,0.224067413,0.214681712,0.176347689,0.084263285,739.8,0.587981669,0.461965498,0.348330826,0.22097143,0.226530691,0.14132023,0.824650501,0.663604593,0.426265001
735.2,0.65587983,0.421547582,0.441540181,0.285422838,0.230232938,0.226967013,0.218862823,0.180043753,0.086502767,740.5,0.583740672,0.457549964,0.345579459,0.223308025,0.229320179,0.142954444,0.818784262,0.657533317,0.422188492
736.1,0.652499911,0.419665764,0.440117858,0.2863322,0.232902721,0.229543888,0.222129234,0.183171455,0.087706722,741.3,0.579503562,0.453985298,0.343487401,0.226358282,0.232658366,0.145666774,0.812736395,0.653000198,0.418848504
736.9,0.648194229,0.416878744,0.437552794,0.287076052,0.234910629,0.231893928,0.225713806,0.186547775,0.089185814,742.1,0.573864806,0.449640247,0.340772495,0.229402117,0.23588303,0.147510077,0.807193933,0.646647745,0.414626947
737.7,0.644104984,0.413690357,0.433952157,0.287471769,0.236975864,0.23433534,0.229301685,0.189143433,0.090669033,742.9,0.567427745,0.445234171,0.337983238,0.23314616,0.239746797,0.150541264,0.801658733,0.64147295,0.411163674
738.5,0.639311821,0.409831665,0.429750326,0.28734378,0.238653731,0.236520549,0.232904607,0.191850066,0.092253606,743.7,0.562578397,0.441132872,0.336170556,0.236414975,0.243643026,0.153227146,0.796969807,0.635534334,0.407850774
739.3,0.63452119,0.405942428,0.426524955,0.287303317,0.240833997,0.239565916,0.236115052,0.194816377,0.093908693,744.5,0.557155284,0.436142298,0.332886102,0.239394457,0.247440794,0.155787286,0.791560857,0.630466396,0.404481934
740.1,0.630288005,0.40289987,0.423264619,0.288153206,0.243288471,0.243342752,0.239576936,0.198267848,0.095240473,745.3,0.553186992,0.432582857,0.330990836,0.243197117,0.251850278,0.158470468,0.786895399,0.626404491,0.402195954
740.9,0.626253167,0.399773003,0.419832216,0.288601107,0.245888474,0.246069122,0.243071344,0.201936867,0.097066092,746.1,0.548902536,0.428207244,0.328657853,0.246554682,0.256247022,0.160764619,0.780817048,0.62181988,0.398103973
741.8,0.621522148,0.396649378,0.41546712,0.289329407,0.247820549,0.249399469,0.247159647,0.205401242,0.098974438,746.8,0.5439501,0.423765596,0.327239668,0.249441072,0.259745008,0.163100076,0.774547307,0.616221705,0.394378538
742.6,0.615577404,0.393365319,0.411256078,0.289262778,0.25038994,0.252038416,0.251721731,0.209231777,0.101181877,747.6,0.540387563,0.420638929,0.325640953,0.252684812,0.263813576,0.165525031,0.768622478,0.611244945,0.39019908
743.4,0.609377494,0.390463558,0.408307486,0.289349455,0.252650509,0.255377,0.256900673,0.212799817,0.102502027,748.4,0.534832341,0.416713249,0.323427928,0.25607965,0.267570438,0.167756214,0.762847312,0.605982328,0.387192878
744.2,0.604585401,0.387210422,0.404735783,0.288795068,0.255844689,0.258432389,0.2611541,0.216540791,0.103783742,749.2,0.530415201,0.413204179,0.321723591,0.260293427,0.272973019,0.170929998,0.758252676,0.60152661,0.384965028
745,0.600386663,0.383170596,0.401349619,0.288634619,0.257709454,0.261341578,0.264714127,0.220326936,0.105422077,750,0.525637903,0.40914792,0.320590103,0.26478847,0.277335848,0.17421116,0.753117127,0.596950183,0.383093261
745.8,0.595183561,0.379631094,0.397873619,0.288884759,0.259359442,0.264643731,0.268600368,0.224158173,0.107513481,750.8,0.521432408,0.405381231,0.318940821,0.269133119,0.281588891,0.1779745,0.74749426,0.591640603,0.381280559
746.6,0.589695585,0.376727633,0.394125839,0.289368186,0.261252439,0.267573696,0.272499182,0.227827204,0.109468161,751.6,0.517710037,0.40308908,0.317812736,0.273490491,0.286171042,0.181074747,0.743197231,0.587153433,0.379894373
747.5,0.583627124,0.37346388,0.391893194,0.289917866,0.263805633,0.271317688,0.27664413,0.231228195,0.111388796,752.3,0.513035829,0.400138744,0.316120248,0.277120051,0.290841902,0.183584215,0.737690745,0.582159429,0.377579686
748.3,0.579335442,0.370045574,0.388356426,0.290858738,0.266557359,0.274637859,0.280890162,0.234740426,0.113211448,753.1,0.508171282,0.397561764,0.31531442,0.280978762,0.295262954,0.185781975,0.732117643,0.57750693,0.374349404
749.1,0.574298488,0.367504101,0.385945643,0.292686698,0.269116255,0.27927277,0.285906146,0.239031777,0.115433747,753.9,0.504551914,0.394647603,0.314662098,0.284474125,0.299909414,0.188376185,0.725316816,0.573853532,0.371143546
749.9,0.569604416,0.365634799,0.382309689,0.293961078,0.271271563,0.281455277,0.290365221,0.243043673,0.117268878,754.7,0.500810677,0.391951844,0.313728307,0.288000106,0.303876207,0.191776575,0.718805359,0.568116297,0.368751176
750.7,0.56502203,0.363317845,0.379735522,0.294730672,0.273999282,0.28515426,0.294696526,0.247574589,0.11928794,755.5,0.497978889,0.390232293,0.3133323,0.292343916,0.308685178,0.194793445,0.712975094,0.564199227,0.367803428
751.5,0.560535623,0.361247046,0.377273023,0.294589442,0.276249574,0.287140007,0.299272552,0.250944139,0.120828194,756.3,0.494106101,0.387645839,0.312277677,0.296307684,0.312476158,0.197766448,0.706640527,0.55889031,0.366124717
752.3,0.556489346,0.358993343,0.375169306,0.295215476,0.278485532,0.291034142,0.303421476,0.254218654,0.122053923,757.1,0.489561145,0.385414224,0.311451652,0.300158016,0.317037712,0.200088242,0.700396914,0.554908669,0.363915498
753.2,0.551418046,0.357621686,0.372942467,0.29613015,0.281093798,0.293894171,0.307230232,0.25701676,0.123938961,757.8,0.485737692,0.382586318,0.31098054,0.303822572,0.321525908,0.20286051,0.694574092,0.550167477,0.361883942
754,0.546800202,0.355102611,0.370553761,0.297139555,0.283457676,0.297404173,0.310913181,0.260634784,0.125964544,758.6,0.481362606,0.380353831,0.31031092,0.307541767,0.326157214,0.205381766,0.688599764,0.545503185,0.360062434
754.8,0.541879879,0.353612125,0.368188929,0.298403861,0.286475492,0.301012362,0.315439966,0.264786474,0.128203064,759.4,0.478529134,0.378264762,0.310146497,0.311650549,0.330026321,0.208212131,0.682577666,0.541019321,0.359007589
755.6,0.537371916,0.351459879,0.365683732,0.299509241,0.289209813,0.304561604,0.320297835,0.269184826,0.130038892,760.2,0.474980363,0.376124037,0.309680126,0.314817798,0.334196548,0.210969669,0.677315143,0.536699029,0.357046309
756.4,0.53305703,0.350354977,0.364110107,0.300885449,0.292314718,0.307771609,0.324629953,0.273427112,0.131943684,761,0.471955373,0.373491225,0.309812286,0.318285301,0.338303229,0.214040952,0.671065433,0.532126781,0.355374851
757.2,0.527641125,0.348100143,0.362503639,0.301806602,0.294393448,0.310761197,0.328730664,0.276574016,0.133577696,761.8,0.468114224,0.370997437,0.310434005,0.322288403,0.343896329,0.216249348,0.665815211,0.528440415,0.354271855
758,0.524342524,0.346987682,0.361730851,0.303668112,0.297059327,0.3141069,0.332854986,0.280092096,0.135320504,762.6,0.464627276,0.369689282,0.311217835,0.326349911,0.348469676,0.219284143,0.659809802,0.524507279,0.35426698
758.9,0.520571649,0.345791837,0.360425794,0.305032259,0.30017214,0.317490133,0.337957222,0.28410996,0.137579434,763.3,0.460396391,0.367626954,0.311321837,0.330568299,0.352507234,0.221732002,0.654762285,0.520054816,0.352705151
759.7,0.517582165,0.345893887,0.359901416,0.307531102,0.303753881,0.321262358,0.343614516,0.289324956,0.139920699,764.1,0.45779483,0.366055885,0.311228934,0.334204615,0.356721316,0.225763093,0.648396378,0.516098936,0.351300443
760.5,0.512722129,0.345253163,0.358203052,0.308571475,0.306619336,0.324704442,0.348708012,0.293886666,0.14238008,764.9,0.454157584,0.364001713,0.310435541,0.337735376,0.361406243,0.228537384,0.642226806,0.511755735,0.349816469
761.3,0.507925721,0.343418136,0.356693638,0.309554894,0.309277213,0.328697216,0.353459553,0.297804832,0.144100727,765.7,0.452020206,0.364080507,0.310359282,0.342248951,0.366956416,0.232164163,0.636513967,0.509279243,0.34971397
762.1,0.504127533,0.342628394,0.355160067,0.310893277,0.312470769,0.331994779,0.358014281,0.301976622,0.146162476,766.5,0.448702003,0.362985638,0.310700576,0.346456875,0.371854769,0.234813409,0.632170116,0.505981026,0.348892774
762.9,0.500480813,0.341587343,0.355118611,0.313121274,0.31491923,0.336076614,0.363084796,0.306066505,0.14774482,767.3,0.44588023,0.361774678,0.310890432,0.350687444,0.376576802,0.237501439,0.626719997,0.50254593,0.347304505
763.7,0.497241558,0.341503644,0.354443111,0.31616765,0.317307325,0.338948324,0.367212306,0.310725632,0.14980421,768.1,0.442960852,0.360118804,0.31088371,0.353913444,0.381359558,0.239869847,0.620653441,0.498156798,0.346000949
764.6,0.492850744,0.340215197,0.353580466,0.317306177,0.319558837,0.342477039,0.37187173,0.314482119,0.151940506,768.8,0.440745084,0.358886944,0.311599584,0.358304563,0.386553617,0.243551477,0.614775336,0.493937307,0.345780411
765.4,0.488869869,0.339130397,0.351506752,0.318294014,0.321667657,0.344812279,0.375980413,0.318544214,0.153839203,769.6,0.438934388,0.358601269,0.312448155,0.363103302,0.391662481,0.247957165,0.608731948,0.490366204,0.346482373
766.2,0.484797698,0.338781239,0.350584483,0.319448514,0.324433887,0.347744671,0.381550185,0.322744214,0.156232972,770.4,0.436512364,0.358286829,0.314038084,0.368703781,0.397888899,0.252559413,0.604213717,0.487259055,0.347130759
767,0.481109834,0.338183794,0.349741608,0.321421577,0.326539322,0.351286597,0.386298185,0.327195978,0.158333825,771.2,0.433539114,0.357281881,0.313503889,0.372844039,0.403851326,0.25607685,0.598859153,0.484896339,0.347022075
767.8,0.476901045,0.338356461,0.34930652,0.32294532,0.329313302,0.354608383,0.391561508,0.331904846,0.160725826,772,0.431232753,0.356103979,0.314475653,0.377530838,0.410286308,0.259427465,0.594548214,0.482281879,0.346789802
768.6,0.472838639,0.338018947,0.348972918,0.324198348,0.331747917,0.35808689,0.39632117,0.337103832,0.162812774,772.8,0.428968998,0.35537047,0.315563241,0.381419992,0.41575889,0.263052364,0.589478902,0.479511849,0.346911585
769.4,0.470559336,0.338249365,0.348465446,0.325957091,0.33485087,0.360848348,0.401955472,0.342407738,0.165110198,773.6,0.427549047,0.355033678,0.317780174,0.385934223,0.421780282,0.267279669,0.584335383,0.476435591,0.347239511
770.3,0.467519116,0.337815803,0.348537556,0.327789685,0.337239472,0.36393781,0.407223174,0.347721773,0.167551408,774.3,0.425711893,0.354529472,0.319145172,0.390129049,0.428113615,0.271180484,0.578945914,0.473375782,0.347990815
771.1,0.464973131,0.337526754,0.347590444,0.329749104,0.339471354,0.366921262,0.413165234,0.35122615,0.169196234,775.1,0.423854472,0.353838432,0.32006906,0.39419329,0.434326147,0.274459061,0.573597607,0.470204422,0.348448551
771.9,0.460935804,0.337121268,0.347390328,0.331956919,0.341964775,0.37066251,0.419326099,0.356222827,0.171829014,775.9,0.421165646,0.353772718,0.320878404,0.398858455,0.439364167,0.277243123,0.568755226,0.466464799,0.348766281
772.7,0.458615035,0.337480347,0.34782341,0.334068484,0.345868235,0.374573295,0.425393931,0.361185387,0.174033154,776.7,0.418481428,0.353490419,0.322120428,0.403477949,0.444456014,0.280789892,0.563569032,0.463207528,0.349317165
773.5,0.456076657,0.33862604,0.349076752,0.336089472,0.34974648,0.379152249,0.430856466,0.367159668,0.177518214,777.5,0.41621019,0.352750711,0.323196614,0.407754904,0.449427448,0.284701483,0.557506237,0.460212211,0.349466661
774.3,0.453040554,0.338412817,0.349064679,0.33762463,0.352887229,0.381386441,0.435506911,0.371721727,0.17926618,778.3,0.414602934,0.352828897,0.325033291,0.411590036,0.455059712,0.288766302,0.552041159,0.456969739,0.349737417
775.1,0.449700273,0.338951649,0.349004248,0.339930347,0.354779496,0.385206636,0.44028039,0.376405834,0.182371728,779.1,0.41231321,0.353188073,0.326291417,0.415656072,0.459837128,0.291865514,0.547488755,0.454291462,0.349139579
775.9,0.447349334,0.339322788,0.349085852,0.342325468,0.356566533,0.388358213,0.445186267,0.380786169,0.184457596,779.8,0.410112157,0.353217847,0.327953766,0.420533487,0.465071458,0.295382081,0.543498012,0.451559711,0.34963535
776.8,0.44463775,0.340725376,0.34989344,0.344826826,0.359354904,0.393170417,0.450023404,0.385153893,0.186698687,780.6,0.407244878,0.353043182,0.328989145,0.424929627,0.469883705,0.297990388,0.537487657,0.449566596,0.350316902
777.6,0.44239097,0.341294886,0.349878081,0.346958429,0.362969012,0.396610046,0.455120569,0.389060467,0.188049605,781.4,0.405582936,0.35270819,0.330470675,0.428638281,0.474561328,0.300877029,0.531542544,0.44628848,0.351770625
778.4,0.439423161,0.341974844,0.350576191,0.348730168,0.366915061,0.399589513,0.460109992,0.393268906,0.189722753,782.2,0.403520654,0.352740749,0.331462902,0.432007682,0.478393148,0.302815916,0.525197617,0.442403646,0.351671805
779.2,0.437763827,0.343377902,0.352569265,0.350930001,0.37026966,0.403269111,0.464335223,0.396997694,0.191727098,783,0.402063351,0.352294187,0.333418409,0.4354449,0.481684149,0.305132645,0.520702196,0.439729577,0.352438546
780,0.434858645,0.344396188,0.353475528,0.353748322,0.373055335,0.406913622,0.468497766,0.401040036,0.19352478,783.8,0.400121783,0.352769772,0.33455928,0.438765938,0.48455422,0.307140458,0.515185794,0.436938112,0.352388468
